0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-395.08228,51.524895,34.782074,14.724467,-1.0393968,-7.8076887,-5.615505,1.5237658,8.301952,11.052143,9.296916,5.247466,1.8604176,0.831983,1.7633198,2.8445091,2.3988853,0.15059263,-2.6190329,-4.0406427
-398.1677,48.001694,33.34872,15.578006,1.2049181,-5.6181297,-4.674474,0.8762819,6.6660194,9.536314,8.860798,6.211735,3.8408356,3.0793447,3.6551306,4.214396,3.5258079,1.4588977,-0.9242792,-2.1624384
-395.56146,51.17444,35.29898,16.327919,1.4194504,-5.156912,-3.6599004,2.0315094,7.106287,8.57149,6.491193,3.2140849,1.3598735,1.9982212,4.1521864,5.7708054,5.3392315,2.9600756,0.20763147,-1.0501984
-394.4782,52.74482,36.97084,18.115894,3.2501903,-3.4654112,-2.3682504,2.6717243,6.9611397,7.6909122,5.0863914,1.5553441,-0.34095114,0.35218203,2.579145,4.3022776,4.0884876,2.1080408,-0.08506715,-0.73452175
-393.9498,53.04745,36.166893,16.100384,0.50256157,-6.148132,-4.2588625,1.943274,7.3501816,8.88398,6.7131176,3.3283234,1.3936568,1.9184127,3.8703752,5.257924,4.7324915,2.5353718,0.20312244,-0.6322831
-396.70764,49.123676,32.26137,12.462469,-2.434571,-7.9334364,-4.6450176,2.8488257,9.09819,10.865038,8.41696,4.5433187,2.2422,2.7187054,4.91555,6.646888,6.3454456,4.1471844,1.6360319,0.5649191
-397.94574,47.63214,31.334572,11.93793,-3.0576863,-9.06666,-6.2080765,1.4855227,8.752761,12.000258,10.790789,7.3015304,4.392372,3.6634886,4.696308,5.7693114,5.358637,3.3037238,0.8655273,-0.27070898
-397.4524,48.2612,31.765406,12.082768,-3.1756098,-9.244475,-6.0626984,2.4026995,10.748639,15.038187,14.417145,10.770692,6.952199,4.8639946,4.5579104,4.7173038,3.9605136,1.9603648,-0.36497778,-1.6154256
-396.69696,49.187435,32.383133,12.480774,-2.734281,-8.567315,-5.2454977,2.9692125,10.616471,14.031329,12.817541,9.212208,6.0731235,4.939283,5.353366,5.6623306,4.5247974,1.9890305,-0.5669851,-1.486408
-397.64438,47.80718,30.92513,10.998137,-4.1391997,-9.847494,-6.4934034,1.5403175,8.809349,11.845143,10.54757,7.3763537,5.1737757,5.179446,6.4731197,7.0088854,5.3413544,1.7786765,-1.7969818,-3.2338414
-396.80334,49.70066,34.5045,16.216368,1.6361253,-5.057033,-3.892744,1.6358004,6.9934015,9.158252,7.8612995,5.0026503,2.8894527,2.574494,3.3448048,3.5393114,1.9778131,-1.0571265,-3.9522064,-4.867242
-398.02048,48.59655,34.90983,18.198208,4.436318,-2.5511417,-2.4986062,1.8358572,6.6349583,9.157831,8.8456955,6.954018,5.203223,4.465553,4.3316336,3.707859,1.8813956,-0.77613413,-2.9728675,-3.3868217
-396.48578,49.669113,33.33899,13.979019,-0.9619513,-7.1226697,-4.8671436,1.774617,7.949631,10.740041,10.238514,8.57542,7.8634953,8.58978,9.48649,8.778231,5.7517223,1.4567823,-1.9456253,-2.6730726
-392.08173,55.033066,36.519127,14.659548,-2.0402086,-8.6588545,-5.747779,1.8996599,8.562759,10.838541,8.947956,5.6346674,3.732057,4.16733,5.6503153,6.015732,4.0688057,0.55759597,-2.3658817,-2.7174845
-391.2907,56.416626,38.41048,16.682976,-0.6766608,-8.562922,-6.81428,0.50068736,7.8145876,11.111958,9.616034,5.4036503,1.5147178,-0.088373005,0.5265524,1.7855262,2.0236988,0.7275225,-1.2003762,-2.2125905
-395.33734,52.527306,38.9076,21.473835,5.780558,-3.9459062,-6.2890916,-2.7860003,3.1944435,8.179419,10.057187,8.648012,5.2728033,1.7211071,-0.7472237,-1.863292,-2.1479979,-2.309239,-2.6782846,-3.026353
-392.64645,55.50988,39.92115,20.556656,4.1049604,-4.79642,-5.22534,0.27443248,7.4840126,12.720375,14.297096,12.661928,9.45561,6.2711277,3.876473,2.2040515,0.86661613,-0.31018847,-1.1256897,-1.2411375
-391.2372,56.696457,39.25449,18.301249,1.6856413,-5.7410603,-3.9455366,3.1218996,10.244577,13.797398,13.155108,10.135345,7.1997633,5.7547,5.5813794,5.5094647,4.6064506,2.9364443,1.4066269,0.9545169
-392.61447,54.81398,37.652206,17.35509,1.8037329,-4.402256,-1.7271031,5.3825183,11.535253,13.436296,11.192349,7.3852797,4.8362904,4.6690855,5.8717566,6.4243183,5.008805,2.0351238,-0.68621004,-1.2953756
-395.77496,50.599712,34.109222,14.671562,-0.060527444,-5.5920005,-2.3296065,5.4303703,12.409803,15.281347,13.952382,10.716888,8.153102,7.306074,7.2998033,6.428156,3.760246,0.032961965,-2.794556,-2.9552288
-397.49554,48.210945,31.732666,12.017445,-3.434097,-9.980099,-7.588895,-0.04920584,7.637829,12.010025,12.484491,10.767591,9.04856,8.338503,8.0241585,6.7525263,3.8315778,0.042361498,-2.7450416,-2.8663206
-394.77905,52.10411,35.64823,15.65581,-0.51011676,-8.022987,-6.413475,0.9144912,8.967039,13.8278885,14.259768,11.573042,8.162459,5.8085113,4.793502,4.2101555,3.030869,1.0784626,-0.7791584,-1.2826933
-392.2782,55.56263,38.892776,18.602211,2.1068459,-5.7513676,-4.5541687,2.1809225,9.334471,12.937475,11.850971,7.653964,3.109967,0.325732,-0.28234518,0.24512324,0.5278603,-0.028855234,-0.857895,-0.77240574
-391.67172,56.68756,40.677658,21.07819,4.8897676,-3.317039,-3.1097476,2.3093362,8.308309,11.3554325,10.484496,7.086034,3.452504,1.1618978,0.30607063,-0.11233938,-1.0850912,-2.6712255,-3.8879817,-3.4461377
-388.72134,59.742905,41.04487,18.76482,1.4262387,-5.8476167,-3.3290787,4.317163,11.183226,13.423468,10.848042,6.1483364,2.5802236,1.7520684,2.8817706,3.7838123,2.7007504,-0.35851085,-3.6450028,-4.9357376
-389.98367,57.77277,38.68818,16.184183,-0.9620746,-7.7059402,-4.677991,3.1187625,9.771263,11.826782,9.619475,6.07324,4.1246653,4.6386743,6.132494,6.2590065,3.8030684,-0.29740143,-3.5921035,-3.8858142
-393.63315,53.139465,35.40578,14.50601,-1.3851151,-7.5601606,-4.603111,2.7994225,9.0690775,10.891979,8.505956,4.6494575,2.1981804,2.199557,3.5266361,4.1411347,2.864759,0.3242454,-1.556967,-1.0618511
-393.43643,53.783535,36.81765,16.362617,0.065962374,-7.2290583,-5.3389907,1.9177984,9.276035,12.882874,11.8862095,8.095073,4.24844,2.1574903,1.86058,2.1225746,1.7036082,0.4012946,-0.84610254,-0.77882177
-391.53146,56.45917,39.355083,18.473633,1.387723,-6.906705,-5.8731785,1.0377024,8.720552,13.16961,13.156243,10.113449,6.611388,4.551474,4.193707,4.45281,4.042186,2.5615642,0.7786061,-0.0160591
